ticker,LatestQuarter,AssetType,Name,CIK,Exchange,Currency,Country,Sector,Industry,FiscalYearEnd,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Block
WEX,2022-03-31,Common Stock,Wex Inc,1309108.0,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,7975880000.0,614194000.0,64.28,1.515,42.83,0.0,0.0,2.758,43.63,0.0338,0.213,0.0265,0.102,1957320000.0,1314868000.0,2.758,4.209,0.26,208.79,64.28,12.85,4.075,3.696,4.341,11.96,1.622,208.38,123.01,166.01,161.98,44990300.0,,,
HTFB,2022-03-31,Common Stock,Horizon Technology Finance Corporation,1487428.0,NYSE,USD,USA,TECHNOLOGY,GENERAL,December,343844000.0,,20.02,,11.68,1.2,0.0492,1.224,2.952,0.414,0.674,0.0508,0.102,61004000.0,60015000.0,1.224,-0.483,0.075,,20.02,-,-,-,-,-,1.017,25.71,24.15,24.72,25.55,0.0,2022-06-30,,
GLHAU,2022-03-31,Common Stock,Glass Houses Acquisition Corp,1841734.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,265394000.0,,16.87,,0.181,0.0,0.0,0.5870000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5870000000000001,0.0,0.0,,16.87,-,-,-,-,-,,10.36,9.45,9.89,9.95,0.0,,,5.0
SST,2022-03-31,Common Stock,System1 Inc,1805833.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,838643000.0,59782000.0,,,7.38,0.0,0.0,-1.405,24.15,-0.0582,-0.152,0.134,4.707,759648000.0,100529000.0,-1.405,-0.95,0.483,18.33,-,-,1.104,2.199,2.171,19.12,,34.2,7.7,13.92,11.58,90566000.0,,,
CYBE,2022-03-31,Common Stock,CyberOptics Corporation,768411.0,NASDAQ,USD,USA,LIFE SCIENCES,OPTICAL INSTRUMENTS & LENSES,December,303551000.0,19042000.0,20.84,25.1,11.19,0.0,0.0,1.967,13.52,0.15,0.1669999999999999,0.111,0.1989999999999999,99288000.0,43166000.0,1.967,1.474,0.3670000000000001,58.0,20.84,-,3.057,3.778,2.987,15.55,1.529,49.95,32.32,42.11,40.58,7403700.0,,,
ARL,2022-03-31,Common Stock,American Realty Investors Inc,1102238.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,December,298004000.0,8667000.0,,0.0,15.46,0.0,0.0,-0.211,3.374,-0.0625,-0.103,-0.0045,-0.0063,54490000.0,35813000.0,-0.211,-0.374,-0.144,,-,-,5.47,1.324,16.29,16.07,0.452,23.02,9.2,19.48,14.28,16152000.0,,,
LNFA-U,0000-00-00,Common Stock,LNFA-U,1823575.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.13,9.89,0.0,0.0,0.0,,,1.0
MOTV-U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLP-P-B,0000-00-00,Common Stock,GLP-P-B,1323468.0,NYSE,USD,USA,TRADE & SERVICES,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,27.97,26.15,0.0,0.0,0.0,,,1.0
KRKR,2022-03-31,Common Stock,36Kr Holdings Inc,1779476.0,NASDAQ,USD,China,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,44272000.0,,,,8.21,0.0,0.0,-0.063,7.88,-0.0528,-0.187,-0.0741,-0.0508,322844000.0,187935000.0,-0.063,0.0,0.139,2.08,-,3.353,0.137,0.712,0.0089,0.004,0.848,2.78,0.5,0.926,1.214,40616500.0,,,
BCAB,2022-03-31,Common Stock,BioAtla Inc,1826892.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,113364000.0,,,,5.08,0.0,0.0,-2.845,0.0069999999999999,0.0,-407.96,-0.2769999999999999,-0.523,250000.0,-58024000.0,-2.845,0.0,0.316,31.0,-,-,453.46,0.455,150.65,1.284,,50.16,2.01,3.369,16.46,35921900.0,,,
BIOL,2022-03-31,Common Stock,BIOLASE Inc,811240.0,NASDAQ,USD,USA,LIFE SCIENCES,DENTAL EQUIPMENT & SUPPLIES,December,29017900.0,-15074000.0,,-0.22,3.337,0.0,0.0,-2.337,6.76,-0.34,-0.362,-0.1639999999999999,-0.519,41238000.0,16529000.0,-2.337,0.0,0.253,20.5,-,-,0.704,1.28,0.5,-,1.641,23.48,3.3,6.0,10.62,6174000.0,2018-05-11,2005-06-24,
ECCW,0000-00-00,Common Stock,ECCW,1604174.0,NYSE,USD,USA,TECHNOLOGY,GENERAL,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,26.07,23.99,25.18,26.0,0.0,2022-06-30,,1.0
STXS,2022-03-31,Common Stock,Stereotaxis Inc,1289340.0,NYSE MKT,USD,USA,LIFE SCIENCES,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,December,165749000.0,-3885491.0,,0.0,0.433,0.0,0.0,-0.2,0.441,-0.397,-0.462,-0.166,-0.3389999999999999,33434900.0,23231700.0,-0.2,0.0,-0.184,9.67,-,-,4.957,4.136,3.296,-,1.749,10.3,1.72,2.602,4.793,74662000.0,,,
LEGA,2022-03-31,Common Stock,Lead Edge Growth Opportunities Ltd,1834628.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,422194000.0,,30.88,,37.59,0.0,0.0,0.317,0.0,0.0,0.0,-0.0034,0.054,0.0,0.0,0.317,0.0,0.0,,30.88,-,-,1.3,-,-,,12.71,9.65,9.78,9.77,34500000.0,,,
LMND,2022-03-31,Common Stock,Lemonade Inc,1691421.0,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",December,1272050000.0,,,,14.78,0.0,0.0,-4.336,2.422,-1.79,-1.73,-0.108,-0.26,149200000.0,56500000.0,-4.336,0.0,0.885,27.5,-,-,8.53,1.34,6.79,-,,115.85,15.99,22.34,41.79,61780000.0,,,
MGY,2022-03-31,Common Stock,Magnolia Oil & Gas Corp,1698990.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,7789324000.0,945410000.0,10.18,,4.7860000000000005,0.28,0.0135,2.887,7.0,0.417,0.59,0.283,0.706,1247083000.0,939795000.0,2.887,1.419,0.807,28.73,10.18,6.35,6.25,5.02,3.649,4.833,2.112,30.31,12.6,25.11,21.26,186509000.0,2022-03-01,2022-02-11,
MT,2022-03-31,Common Stock,ArcelorMittal SA ADR,1243429.0,NYSE,USD,USA,MANUFACTURING,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",December,28031582000.0,20888001000.0,1.987,0.66,60.24,0.38,0.012,15.93,78.19,0.204,0.225,0.128,0.355,82214003000.0,19139000000.0,15.93,1.212,0.348,51.43,1.987,3.794,0.341,0.477,0.348,1.241,2.069,37.34,26.0,30.64,31.38,877810000.0,2022-06-10,2022-05-13,
BOWL-WS,0000-00-00,Common Stock,BOWL-WS,1840572.0,NYSE,USD,USA,TRADE & SERVICES,SERVICES-AMUSEMENT & RECREATION SERVICES,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
RIGL,2022-03-31,Common Stock,Rigel Pharmaceuticals Inc,1034842.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,120522000.0,-60896000.0,,-0.1,0.04,0.0,0.0,-0.4970000000000001,0.4529999999999999,-1.096,-1.091,-0.289,-1.994,77453000.0,72416000.0,-0.4970000000000001,0.745,-0.785,7.14,-,-,1.556,50.87,3.254,-,1.501,4.62,0.65,2.378,2.8710000000000004,172052000.0,,,
IVCBU,2022-03-31,Common Stock,Investcorp Europe Acquisition I Corp Unit,1857410.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,0.003,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.65,10.0,10.1,10.08,0.0,,,5.0
SHIP,2022-03-31,Common Stock,Seanergy Maritime Holdings Corp,1448397.0,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,December,197931000.0,88528000.0,4.37,0.0,1.34,0.0,0.087,0.254,0.968,0.285,0.433,0.106,0.221,162376000.0,97514000.0,0.254,1.5,0.4539999999999999,1.79,4.37,4.072,1.219,0.832,2.506,5.31,0.366,1.554,0.758,1.124,1.121,178316000.0,2022-07-14,2022-06-27,
VOYA,2022-03-31,Common Stock,Voya Financial Inc,1535929.0,NYSE,USD,USA,FINANCE,LIFE INSURANCE,December,6823246000.0,1926750000.0,7.91,1.19,60.66,0.73,0.0118,8.44,65.99,0.144,0.254,0.0073,0.2239999999999999,7427000000.0,5324000000.0,8.44,-0.971,-0.246,77.0,7.91,10.17,0.919,1.07,1.302,-,1.3030000000000002,74.51,58.43,65.78,66.18,102175000.0,2022-06-29,2022-05-24,
CALB,2022-03-31,Common Stock,California BanCorp,1752036.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,168406000.0,,11.88,,18.69,0.0,0.0,1.71,7.4,0.233,0.324,0.0075,0.0969,61052000.0,58899000.0,1.71,0.294,0.154,27.5,11.88,-,2.758,1.081,-,-,1.127,24.0,16.98,21.62,20.14,8291800.0,,,
SV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIF-P-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTEST-X,0000-00-00,Common Stock,PTEST-X,,NYSE ARCA,USD,USA,TECHNOLOGY,GENERAL,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,24.97,24.97,0.0,0.0,0.0,,,1.0
LBPH,2022-03-31,Common Stock,Longboard Pharmaceuticals Inc,1832168.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,83495000.0,,,,5.45,0.0,0.0,-1.867,0.0,0.0,0.0,-0.177,-0.297,0.0,0.0,-1.867,0.0,0.0,23.17,-,-,-,0.801,-,0.658,,11.36,3.9,4.869,6.05,13586000.0,,,
FRHC,2022-03-31,Common Stock,Freedom Holding Corp,924805.0,NASDAQ,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",March,2584132000.0,,11.83,,8.64,0.0,0.0,3.67,8.87,0.414,0.539,0.0856,0.54,526457000.0,283633000.0,3.67,0.195,0.31,76.0,11.83,9.45,4.909,4.132,2.035,3.005,1.442,72.43,39.07,48.0,60.47,59542000.0,2017-09-06,2002-09-03,
TXRH,2022-03-31,Common Stock,Texas Roadhouse Inc,1289460.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,December,5466392000.0,435499000.0,21.86,1.811,14.9,1.66,0.0228,3.668,52.48,0.0702,0.0838,0.079,0.258,3650803000.0,626402000.0,3.668,0.187,0.233,103.43,21.86,18.12,1.497,4.771,1.455,12.19,0.947,100.07,68.19,80.22,86.38,68168000.0,2022-06-24,2022-06-07,
JGGC,2022-03-31,Common Stock,Jaguar Global Growth Corporation I Class A Ordinary Shares,1857518.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,301760000.0,,,,,0.0,0.0,-0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,0.0,0.0,,-,-,-,-,-,-,,9.94,9.82,9.88,9.88,23000000.0,,,
CDMO,2022-01-31,Common Stock,Avid Bioservices Inc,704562.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,April,858865000.0,21414000.0,89.74,,0.917,0.0,0.0,0.155,1.893,0.121,0.15,0.0452,0.198,115977000.0,29307000.0,0.155,2.647,0.445,30.0,89.74,27.03,7.41,12.69,6.48,35.22,2.316,34.51,11.3,15.39,21.98,61744000.0,2017-07-10,,
ATKR,2022-03-31,Common Stock,Atkore International Group Inc,1666138.0,NYSE,USD,USA,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",September,4930756000.0,1184285000.0,6.63,1.39,23.32,0.0,0.0,17.25,78.62,0.2269999999999999,0.307,0.3389999999999999,1.024,3600763000.0,1125613000.0,17.25,0.969,0.536,141.25,6.63,5.29,1.369,4.38,1.358,4.063,2.222,123.53,65.8,102.24,100.93,43114200.0,,,
NEE,2022-03-31,Common Stock,Nextera Energy Inc,753308.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,December,154193592000.0,6025000000.0,106.21,2.066,18.27,1.58,0.0202,0.7390000000000001,8.27,0.0897,0.11,0.0081,0.0141,16233000000.0,8589000000.0,0.7390000000000001,-0.633,-0.2239999999999999,92.33,106.21,25.13,9.5,3.857,12.11,26.75,0.486,92.61,66.84,77.03,81.7,1964500000.0,2022-06-15,2022-05-27,
NDAC,2022-03-31,Common Stock,Nightdragon Acquisition Corp,1837067.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,431443000.0,,72.37,,0.113,0.0,0.0,0.135,0.0,0.0,0.0,-0.0054,0.0,0.0,0.0,0.135,0.0,0.0,,72.37,-,-,1.303,-,-,,9.9,9.56,9.77,9.75,35535000.0,,,
CTRE,2022-03-31,Common Stock,Caretrust Inc,1590717.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,1776595000.0,157600000.0,228.88,1.26,8.75,1.07,0.0611,0.08,2.005,0.0426,0.529,0.0395,0.0093,193076000.0,188777000.0,0.08,-0.182,0.016,20.94,228.88,11.17,9.2,1.984,12.29,26.87,1.202,23.65,15.9,17.76,19.96,97029000.0,2022-04-15,2022-03-30,
PXD,2022-03-31,Common Stock,Pioneer Natural Resources Co,1038357.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,68689748000.0,9187000000.0,17.43,1.261,97.82,10.05,0.0433,16.29,86.85,0.2,0.312,0.121,0.201,20953000000.0,9392000000.0,16.29,10.42,1.006,301.58,17.43,8.53,3.278,2.724,3.209,8.23,1.536,288.46,123.78,257.31,210.28,241959000.0,2022-06-14,2022-05-27,
AVAN-U,0000-00-00,Common Stock,AVAN-U,1819608.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.95,9.68,0.0,0.0,0.0,,,1.0
MKFG,2022-03-31,Common Stock,Markforged Holding Corp,1816613.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,435998000.0,,20.53,,1.36,0.0,0.0,0.113,0.642,0.195,-0.7659999999999999,-0.217,0.118,92960000.0,52853000.0,0.113,0.0,0.086,4.6,20.53,-,4.69,2.187,3.235,14.57,,11.0,2.21,3.237,5.21,187930000.0,,,
OSS,2022-03-31,Common Stock,One Stop Systems Inc,1394056.0,NASDAQ,USD,USA,TECHNOLOGY,ELECTRONIC COMPUTERS,December,84153000.0,3491700.0,27.81,,2.281,0.0,0.0,0.146,3.516,0.0437,0.0323,0.0247,0.068,65719000.0,19639300.0,0.146,12.58,0.281,8.2,27.81,20.83,1.28,1.78,1.045,12.74,1.599,6.66,3.745,4.319,4.6530000000000005,19914500.0,,,
CBRL,2022-05-31,Common Stock,Cracker Barrel Old Country Store,1067294.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,August,2214116000.0,310931000.0,16.0,2.5,25.98,3.6,0.051,5.96,133.49,0.0448,0.0651,0.0495,0.2319999999999999,3145011000.0,973063000.0,5.96,1.712,0.273,100.29,16.0,10.99,0.704,3.797,1.043,10.13,1.254,150.96,90.3,109.85,125.81,23225800.0,2022-05-03,2022-04-14,
CBRE,2022-03-31,Common Stock,CBRE Group Inc Class A,1138118.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,December,24566874000.0,2292534000.0,12.98,1.763,26.25,0.0,0.0,5.79,87.18,0.0674,0.0586,0.0556,0.233,29140091000.0,6166529000.0,5.79,0.487,0.235,108.29,12.98,13.07,0.843,3.047,0.975,9.28,1.358,111.0,75.1,83.76,95.57,326861000.0,,,
IBM-W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPR-P-G,0000-00-00,Preferred Stock,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,1045450.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
IVZ,2022-03-31,Common Stock,Invesco Plc,914208.0,NYSE,USD,USA,FINANCE,INVESTMENT ADVICE,December,8427063000.0,1946600000.0,6.52,37.61,24.91,0.698,0.0405,2.842,14.85,0.2269999999999999,0.254,0.0326,0.114,6864200000.0,2307900000.0,2.842,-0.259,-0.018,23.14,6.52,7.15,1.228,0.746,2.916,7.58,1.25,28.47,16.76,19.85,22.64,455025000.0,2022-06-02,2022-05-09,
MAPSW,2022-03-31,Common Stock,WM Technology Inc,1779474.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2684992000.0,41494500.0,,,,,,,136.4,0.228,0.245,0.0,-76.54,152847000.0,0.0,0.0,-0.507,-0.217,,-,-,-,-,-,-,,9.5,0.78,0.0,0.0,0.0,,,5.0
GOEV,2022-03-31,Common Stock,Canoo Inc,1750153.0,NASDAQ,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,December,816390000.0,,,,1.033,0.0,0.0,-1.985,0.0,0.0,0.0,-0.542,-1.065,0.0,1880000.0,-1.985,0.0,0.0,11.25,-,-,937.68,3.279,795.13,-,0.242,13.35,2.55,4.295,6.6,254327000.0,,,
KSPN,2022-02-28,Common Stock,Kaspien Holdings Inc,795212.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-RECORD & PRERECORDED TAPE STORES,February,7930000.0,66000.0,,0.0,2.923,0.0,0.0,-3.281,58.71,-0.0559,-0.0669,-0.131,-1.831,143713000.0,32773000.0,-3.281,0.0,-0.209,60.0,-,-,0.0552,1.249,0.17,9.22,0.442,26.39,2.75,5.24,10.66,2501600.0,2019-08-15,2014-03-18,
MOHO,2021-12-31,Common Stock,Ecmoho Ltd,1763197.0,NASDAQ,USD,China,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,December,9525700.0,5612900.0,,,0.599,0.0,0.0,-1.4,3.29,-0.426,-0.37,-0.256,-1.027,130747000.0,7997900.0,-1.4,0.0,-0.546,5.0,-,-,0.0729,0.288,0.0072,0.436,1.295,1.94,0.15,0.209,0.3989999999999999,49484400.0,,,
OCCI,2022-04-30,Common Stock,OFS Credit Company Inc,1716951.0,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,October,141055000.0,,4.721,,14.0,1.09,0.186,2.631,2.015,0.19,0.629,0.0586,0.0462,21899700.0,15552400.0,2.631,-0.907,1.179,13.0,4.721,-,6.44,0.758,-,-,1.602,13.04,10.01,11.44,12.76,11357100.0,2022-07-29,2022-06-10,
LVO,2021-12-31,Common Stock,LiveOne Inc,1491419.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,March,88462000.0,,,,0.033,0.0,0.0,-0.654,1.486,-0.44,-0.3339999999999999,-0.276,-8.02,114627000.0,16243000.0,-0.654,0.0,0.72,6.5,-,-,0.772,27.53,0.598,-,1.18,4.899,0.56,0.785,1.595,81909000.0,2017-10-17,,
LCAP,2022-03-31,Common Stock,Lionheart Acquisition Corporation II,1802450.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,198930000.0,,,,0.17,0.0,0.0,-0.092,0.0,0.0,0.0,-0.0103,0.0,0.0,-1472168.0,-0.092,0.0,0.0,,-,-,-,0.897,-,-,,11.7,0.941,10.12,10.0,12703600.0,,,
CVE,2022-03-31,Common Stock,Cenovus Energy Inc,1475260.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,48610124000.0,9198000000.0,32.19,0.45,12.16,0.105,0.0133,0.762,26.51,0.0374,0.103,0.0629,0.0826,53262000000.0,10277000000.0,0.762,6.9,0.743,24.26,32.19,7.69,0.913,2.192,0.894,5.01,3.391,24.91,7.16,19.53,14.36,1981660000.0,2022-06-30,2022-06-14,
LPCN,2022-03-31,Common Stock,Lipocine Inc,1535955.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,81419000.0,3129600.0,,0.0,0.479,0.0,0.0,-0.013,0.182,-0.0467,0.1939999999999999,0.0398,-0.0178,16140800.0,16140800.0,-0.013,0.0,0.0,3.63,-,-,5.04,1.859,2.375,-,0.511,1.89,0.708,0.973,1.117,88499000.0,,,
ORA,2022-03-31,Common Stock,Ormat Technologies Inc,1296445.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,December,4650026000.0,352419000.0,71.49,5.7,33.36,0.48,0.0058,1.16,12.15,0.0959,0.2339999999999999,0.0241,0.0407,680442000.0,248786000.0,1.16,0.218,0.104,79.4,71.49,62.89,6.83,2.274,8.78,15.34,0.456,88.37,60.12,80.06,74.93,56072000.0,2022-05-31,2022-05-13,
BTWN,2022-03-31,Common Stock,Bridgetown Holdings Ltd,1815086.0,NASDAQ,USD,China,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,737048000.0,,13.2,,0.067,0.0,0.0,0.7509999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7509999999999999,-0.7909999999999999,0.0,,13.2,-,-,1.313,-,-,,10.46,9.71,9.88,9.86,59499000.0,,,
TREC,2022-03-31,Common Stock,Trecora Resources,7039.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,December,230497000.0,24238000.0,26.7,2.35,8.44,0.0,0.0,0.364,12.48,0.0298,0.023,0.0143,0.045,301319000.0,28576000.0,0.364,-0.912,0.524,8.0,26.7,38.91,0.765,1.14,0.81,9.23,0.3339999999999999,9.79,7.46,8.98,8.51,23713700.0,,1988-06-07,
MULG,2022-03-31,Common Stock,Muliang Viagoo Technology Inc,1629665.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,269521000.0,2405500.0,175.0,,0.397,0.0,0.0,0.04,0.295,0.16,0.1639999999999999,0.0388,0.13,11366400.0,4246600.0,0.04,0.375,0.466,,175,-,23.71,26.59,23.74,91.61,0.142,7.0,7.0,7.0,7.0,38503000.0,,,
CLAA,2022-03-31,Common Stock,Colonnade Acquisition II Corp,1837739.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,404663000.0,,63.29,,0.121,0.0,0.0,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,47.81,0.0,,63.29,-,-,1.306,-,-,,9.95,9.61,9.79,9.75,33000000.0,,,
HILS,2022-03-31,Common Stock,Hillstream Biopharma Inc,1861657.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,9632200.0,,,,0.91,0.0,0.0,-0.391,0.0,0.0,0.0,-0.3379999999999999,-1.149,0.0,0.0,-0.391,0.0,0.0,6.0,-,-,-,1.027,-,-,,4.24,0.65,1.166,1.875,11605000.0,,,
LTRN,2022-03-31,Common Stock,Lantern Pharma Inc,1763950.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,62711000.0,,,,6.03,0.0,0.0,-1.264,0.0,0.0,0.0,-0.118,-0.191,0.0,0.0,-1.264,0.0,0.0,31.0,-,-,-,0.995,-,0.0044,,16.3,4.998,6.28,8.17,10830900.0,,,
PFIN,2022-03-31,Common Stock,P&F Industries Inc,75340.0,NASDAQ,USD,USA,TECHNOLOGY,METALWORKG MACHINERY & EQUIPMENT,December,18002600.0,393000.0,9.08,0.0,13.58,0.0,0.0,0.623,16.88,0.0369,-0.0525,-0.0292,0.0469,53630000.0,17347000.0,0.623,-0.7140000000000001,0.005,,9.08,-,0.336,0.391,0.607,7.33,0.613,7.45,5.21,5.77,6.2,3181300.0,2020-02-28,2020-02-21,
CEIX,2022-03-31,Common Stock,Consol Energy Inc,1710366.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,BITUMINOUS COAL & LIGNITE MINING,December,1942649000.0,241890000.0,620.0,,19.2,0.0,0.0,0.09,42.72,0.0022,0.0144,0.0051,0.0052,1474550000.0,422536000.0,0.09,5.64,0.616,61.0,620.0,6.64,1.317,2.6,1.47,7.73,2.0340000000000003,59.38,16.15,47.39,31.89,34814500.0,,,
NN,2022-03-31,Common Stock,Nextnav Acquisition Corp,1865631.0,NASDAQ,USD,USA,MANUFACTURING,"SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",December,282952000.0,,,,1.004,0.0,0.0,-3.007,0.036,0.0,-26.81,-0.317,0.0,1711000.0,-17627000.0,-3.007,0.0,3.777,14.75,-,-,165.37,3.965,175.52,-,,13.5,2.64,5.7,7.85,96571000.0,,,
DEO,2021-12-31,Common Stock,Diageo PLC ADR,835403.0,NYSE,USD,USA,MANUFACTURING,BEVERAGES,June,104022196000.0,4557000000.0,27.96,2.366,13.14,0.74,0.0212,6.51,23.67,0.22,0.307,0.0804,0.364,13816001000.0,7695000000.0,6.51,0.246,0.158,231.18,27.96,23.2,7.53,11.06,8.53,22.85,0.4,221.38,175.46,195.63,199.52,571739000.0,2022-04-12,2022-02-24,
TFFP,2022-03-31,Common Stock,Tff Pharmaceuticals Inc,1733413.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,147168000.0,,,,1.245,0.0,0.0,-1.251,0.005,0.0,-246.23,-0.425,-0.6970000000000001,131280.0,-21212704.0,-1.251,0.0,1.773,20.25,-,-,1121.02,4.41,-,-,2.122,12.28,3.6,5.6,6.88,25373800.0,,,
