ticker,LatestQuarter,AssetType,Name,CIK,Exchange,Currency,Country,Sector,Industry,FiscalYearEnd,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate,Block
ATVI,2022-03-31,Common Stock,Activision Blizzard Inc,718877.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,59798262000.0,3127000000.0,24.29,1.904,22.81,0.47,0.0061,3.149,10.66,0.298,0.364,0.0779,0.149,8296000000.0,6486000000.0,3.149,-0.3670000000000001,-0.223,94.22,24.29,22.57,7.21,3.394,6.41,15.77,0.5529999999999999,98.87,56.07,78.25,74.98,781881000.0,2022-05-06,2022-04-13,
IONQ-WS,0000-00-00,Common Stock,IONQ-WS,1824920.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,35.9,7.07,0.0,0.0,0.0,,,1.0
GREEL,0000-00-00,Common Stock,Greenidge Generation Holdings Inc. 8.50% Senior Notes due 2026,1844971.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,24.81,18.89,20.98,22.65,0.0,2022-04-30,,1.0
NTEST,0000-00-00,Common Stock,NTEST,,NYSE,USD,USA,TECHNOLOGY,GENERAL,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,25.07,24.98,0.0,0.0,0.0,,,1.0
PARR,2022-03-31,Common Stock,Par Pacific Holdings Inc,821483.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,1167536000.0,13445000.0,,0.0,2.095,0.0,0.0,-2.6260000000000003,86.84,-0.0302,-0.0158,-0.0188,-0.777,5171702000.0,371615000.0,-2.6260000000000003,1.2819999999999998,0.519,20.6,-,10.89,0.226,7.65,0.349,415.51,2.256,21.1,11.66,15.47,14.98,60120000.0,,,
GSEVW,2022-03-31,Common Stock,Gores Holdings VII Inc,1828096.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,680625000.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,1.755,0.29,0.0,0.0,0.0,,,5.0
PIK,2022-04-30,Common Stock,Kidpik Corp,1861522.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,January,11927000.0,,,,1.779,0.0,0.0,-0.996,3.3160000000000003,-0.3,-0.307,-0.26,-0.905,20840000.0,12997600.0,-0.996,0.0,-0.187,10.0,-,-,0.572,1.136,0.483,-,,10.49,1.5,2.377,4.354,7694900.0,,,
NMIH,2022-03-31,Common Stock,NMI Holdings Inc,1547903.0,NASDAQ,USD,USA,FINANCE,SURETY INSURANCE,December,1531346000.0,362524000.0,6.31,1.66,17.84,0.0,0.0,2.818,5.8,0.494,0.706,0.0951,0.1689999999999999,497319000.0,336564000.0,2.818,0.269,0.106,30.56,6.31,5.57,3.079,0.979,3.553,-,1.5119999999999998,27.25,16.69,18.67,21.68,86079000.0,,,
NLITW,2022-03-31,Common Stock,Northern Lights Acquisition Corp. Warrants,1854963.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,,,,,0.335,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,1.0,0.062,0.0,0.0,0.0,,,5.0
PGTI,2022-03-31,Common Stock,PGT Innovations Inc,1354327.0,NYSE,USD,USA,MANUFACTURING,"METAL DOORS, SASH, FRAMES, MOLDINGS & TRIM",December,1115085000.0,169007000.0,31.49,1.81,9.31,0.0,0.0,0.591,20.94,0.0333,0.0929,0.053,0.0813,1249034000.0,403499000.0,0.591,0.6759999999999999,0.3229999999999999,26.0,31.49,-,0.893,2.05,1.403,12.07,1.334,23.81,16.26,18.36,20.16,59919000.0,,,
IPGP,2022-03-31,Common Stock,IPG Photonics Corporation,1111928.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,5046167000.0,454365000.0,18.67,2.52,51.52,0.0,0.0,5.21,27.9,0.188,0.241,0.0737,0.104,1485254000.0,696398000.0,5.21,0.04,0.071,150.25,18.67,19.57,3.397,1.916,2.564,8.42,1.3530000000000002,220.51,90.51,100.48,141.09,51873000.0,2012-12-28,2012-12-19,
DAR,2022-03-31,Common Stock,Darling Ingredients Inc,916540.0,NYSE,USD,USA,MANUFACTURING,FATS & OILS,December,12271834000.0,917855000.0,18.36,14.47,21.21,0.0,0.0,4.138999999999999,31.23,0.136,0.119,0.0615,0.213,5060987000.0,1241984000.0,4.138999999999999,0.267,0.305,97.54,18.36,14.75,2.425,3.68,2.842,11.65,1.108,87.59,58.7,78.49,73.3,161514000.0,,,
HCVI,2022-03-31,Common Stock,Hennessy Capital Investment Corp VI,1842937.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,438663000.0,,49.23,,0.002,0.0,0.0,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.196,0.0,0.0,,49.23,-,-,-,-,-,,11.03,9.56,9.68,9.66,34093000.0,,,
HURN,2022-03-31,Common Stock,Huron Consulting Group Inc,1289848.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-MANAGEMENT CONSULTING SERVICES,December,1243609000.0,96140000.0,14.88,1.52,29.1,0.0,0.0,3.93,45.47,0.0877,0.0788,0.0435,0.15,962476000.0,268864000.0,3.93,4.292,0.28,72.33,14.88,18.83,1.292,2.099,1.631,16.04,0.691,61.86,42.66,55.12,50.1,21261900.0,,,
SNV-P-E,0000-00-00,Preferred Stock,SNV-P-E,18349.0,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.0,0.0,0.0,0.0,0.0,,,1.0
GEOS,2022-03-31,Common Stock,Geospace Technologies Corporation,1001115.0,NASDAQ,USD,USA,LIFE SCIENCES,"MEASURING & CONTROLLING DEVICES, NEC",September,84364000.0,582000.0,,-0.61,10.2,0.0,0.0,-1.0759999999999998,6.51,-0.165,-0.268,-0.0885,-0.0989,85203000.0,16294000.0,-1.0759999999999998,0.0,0.034,17.25,-,-,0.99,0.516,0.661,13.28,1.636,10.94,4.9,5.83,7.47,13019200.0,,,
BWBBP,2022-03-31,Preferred Stock,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,1341317.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,,,15.22,,11.12,0.0,0.0613,1.56,4.059,0.415,0.565,0.0141,0.144,113866000.0,109106000.0,1.56,0.054,0.189,,15.22,-,-,-,-,-,0.708,26.19,20.66,23.3,25.43,0.0,2022-06-01,2022-05-12,5.0
YJ,2022-03-31,Common Stock,Yunji Inc,1759614.0,NASDAQ,USD,China,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC",December,231854000.0,54283000.0,17.42,,6.71,0.0,0.0,0.062,8.5,0.0545,0.0217,0.0109,0.0714,1822543000.0,811975000.0,0.062,0.0,-0.493,3.4,17.42,61.35,0.127,1.022,0.0392,0.363,0.875,1.87,0.5,1.052,0.8590000000000001,214680000.0,,,
CAAP,2022-03-31,Common Stock,Corporacion America Airports,1717393.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,"AIRPORTS, FLYING FIELDS & AIRPORT TERMINAL SERVICES",December,997293000.0,204854000.0,,,3.051,0.0,0.0,-0.297,5.15,-0.0578,0.0528,0.0075,-0.116,826869000.0,86556000.0,-0.297,0.0,0.868,8.8,-,4.888,1.206,2.127,2.439,6.52,2.556,6.79,4.63,6.29,5.85,163223000.0,,,
INFY,2022-03-31,Common Stock,Infosys Ltd ADR,1067491.0,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,March,77677224000.0,4116000000.0,26.19,1.617,2.371,0.41,0.0215,0.7,3.875,0.182,0.23,0.154,0.29,16311000000.0,5205000000.0,0.7,0.121,0.185,24.65,26.19,23.92,4.762,7.89,4.679,16.85,0.723,26.1,17.7,20.39,22.66,4193720000.0,2021-11-12,2022-05-31,
BLUA-WS,0000-00-00,Common Stock,BLUA-WS,1831006.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.82,9.6,0.0,0.0,0.0,,,1.0
BNIXR,2021-06-30,Common Stock,Bannix Acquisition Corp. Right,1845942.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,0.008,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.38,0.06,0.0,0.0,0.0,,,5.0
CPS,2022-03-31,Common Stock,Cooper Stnd,1320461.0,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,December,88727000.0,43059000.0,,2.22,16.16,0.0,0.0,-20.5,133.06,-0.154,-0.0822,-0.0482,-0.831,2274208000.0,87228000.0,-20.5,0.0,-0.084,26.0,-,62.89,0.039,0.299,0.428,16.7,3.179,32.17,4.47,6.16,16.94,17062900.0,,,
CGAU,2022-03-31,Common Stock,Centerra Gold Inc,1854640.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,December,2379109000.0,368372000.0,,,7.13,0.206,0.0279,-1.558,3.264,-0.474,0.28,0.056,0.179,969131000.0,383742000.0,-1.558,-0.461,0.305,8.69,-,8.73,2.455,1.112,1.661,3.098,0.878,10.5,6.52,8.85,8.28,297388000.0,2022-06-01,2022-05-17,
MBIN,2022-03-31,Common Stock,Merchants Bancorp,1629019.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,1027178000.0,,5.36,,19.1,0.25,0.0111,4.43,9.59,0.52,0.7020000000000001,0.0222,0.196,413950000.0,430315000.0,4.43,-0.244,-0.143,37.0,5.36,-,2.481,1.234,-,-,1.063,33.49,22.11,24.86,27.98,43267800.0,2022-07-01,2022-06-14,
JPM-P-L,0000-00-00,Common Stock,JPM-P-L,19617.0,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,26.92,25.04,0.0,0.0,0.0,,,1.0
RRBI,2022-03-31,Common Stock,Red River Bancshares Inc,1071236.0,NASDAQ,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,380419000.0,,11.94,,36.91,0.28,0.0052,4.441,13.04,0.342,0.429,0.0107,0.117,94489000.0,94315000.0,4.441,-0.064,0.008,67.0,11.94,12.3,4.026,1.401,-,-,0.758,57.5,46.74,52.93,52.19,7176400.0,2022-06-23,2022-06-10,
FNLC,2022-03-31,Common Stock,First Bancorp Inc,765207.0,NASDAQ,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,December,326962000.0,,8.8,0.0,21.19,1.28,0.0422,3.37,8.05,0.422,0.522,0.0149,0.161,87817000.0,86061000.0,3.37,0.086,0.085,,8.8,-,3.723,1.336,-,-,0.534,36.4,26.14,29.3,30.17,11027400.0,2022-04-22,2022-04-08,
CVX,2022-03-31,Common Stock,Chevron Corp,93410.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,December,344627675000.0,38521999000.0,16.48,4.542,74.42,5.44,0.0314,10.64,92.03,0.116,0.122,0.0551,0.147,176843997000.0,66234000000.0,10.64,3.4730000000000003,0.6829999999999999,180.54,16.48,11.99,1.949,2.255,1.964,7.44,1.079,182.4,90.1,168.59,134.41,1964810000.0,2022-06-10,2022-05-18,
DECK,2022-03-31,Common Stock,Deckers Outdoor Corporation,910521.0,NYSE,USD,USA,MANUFACTURING,RUBBER & PLASTICS FOOTWEAR,March,7232470000.0,610160000.0,16.6,3.71,57.03,0.0,0.0,16.26,114.52,0.143,0.18,0.158,0.303,3150339000.0,1607551000.0,16.26,1.119,0.312,396.0,16.6,14.06,2.296,4.444,1.96,10.94,0.836,451.49,212.93,263.22,332.0,26789900.0,,,
DVA,2022-03-31,Common Stock,DaVita HealthCare Partners Inc,927066.0,NYSE,USD,USA,LIFE SCIENCES,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",December,8812936000.0,2355009000.0,11.01,1.102,8.86,0.0,0.0,8.46,113.82,0.0778,0.143,0.06,0.434,11616351000.0,3646383000.0,8.46,-0.23,-0.001,120.0,11.01,12.02,0.759,10.59,1.763,8.59,1.141,136.48,91.7,106.13,110.8,94600000.0,,,
WNC,2022-03-31,Common Stock,Wabash National Corporation,879526.0,NYSE,USD,USA,MANUFACTURING,TRUCK TRAILERS,December,765399000.0,88761000.0,80.88,1.0,6.98,0.32,0.0205,0.193,39.24,0.0051,0.0207,0.0204,0.0269,1958026000.0,196467000.0,0.193,3.0,0.395,21.4,80.88,-,0.391,2.093,0.578,13.61,1.475,21.5,12.23,14.55,16.48,49032600.0,2022-07-28,2022-07-06,
FTIIW,2021-10-08,Common Stock,FutureTech II Acquisition Corp. Warrant,1889450.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,,,,,,0.01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.15,0.09,0.0,0.0,0.0,,,5.0
RDI,2022-03-31,Common Stock,Reading International Inc,716634.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-MOTION PICTURE THEATERS,December,107653000.0,26791000.0,,0.0,4.211,0.0,0.0,-0.12,7.23,-0.0152,-0.225,-0.0332,-0.0286,157953000.0,6053000.0,-0.12,-0.29,0.887,6.0,-,-,0.682,0.795,3.292,16.4,1.49,7.15,3.31,3.85,4.383,20363200.0,,,
IBER,2022-03-31,Common Stock,Ibere Pharmaceuticals,1835205.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,169223000.0,,30.56,,0.008,0.0,0.0,0.321,0.0,0.0,0.0,-0.009,0.0,0.0,0.0,0.321,0.0,0.0,,30.56,-,-,1.29,-,-,,9.95,9.6,9.8,9.74,13800000.0,,,
IXHL,2021-12-31,Common Stock,Incannex Healthcare Ltd ADR,1873875.0,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,June,286497000.0,,,,0.016,0.0,0.0,-0.009,0.001,0.0,-15.35,-0.429,-0.818,720430.0,985630.0,-0.009,0.0,0.206,,-,-,397.67,30.09,203.77,-,2.312,35.5,5.6,7.37,9.17,51160000.0,,,
BLBD,2022-03-31,Common Stock,Blue Bird Corp,1589526.0,NASDAQ,USD,USA,MANUFACTURING,TRUCK & BUS BODIES,September,365656000.0,6449000.0,,1.13,0.862,0.0,0.0,-0.501,25.36,-0.0197,-0.0084,-0.0105,0.0,725745000.0,72141000.0,-0.501,2.351,0.261,25.0,-,94.34,0.504,14.3,0.746,297.49,0.999,28.12,11.16,15.1,18.21,31990900.0,,,
EMLD,2022-03-31,Common Stock,FTAC Emerald Acquisition Corp,1889123.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,336335000.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,9.83,9.55,9.79,9.77,25845400.0,,,
LINC,2022-03-31,Common Stock,Lincoln Educational Services,1286613.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,December,164379000.0,12004000.0,6.69,0.633,4.718,0.0,0.0,0.902,13.44,0.0897,0.0154,0.0124,0.246,339894000.0,196405000.0,0.902,-0.487,0.058,9.5,6.69,9.49,0.484,1.107,0.56,3.833,0.857,8.2,4.94,6.34,6.9,27260200.0,2014-12-31,2014-12-11,
WY,2022-03-31,Common Stock,Weyerhaeuser Company,106535.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,December,26675364000.0,4401000000.0,9.98,5.4,13.73,0.69,0.0201,3.59,14.43,0.25,0.363,0.144,0.276,10807000000.0,4098000000.0,3.59,0.132,0.242,45.22,9.98,11.68,2.468,2.737,2.95,7.57,1.495,42.66,30.52,39.3,38.56,744498000.0,2022-06-17,2022-06-02,
UAN,2022-03-31,Common Stock,CVR Partners LP,1425292.0,NYSE,USD,USA,LIFE SCIENCES,AGRICULTURAL CHEMICALS,December,1272580000.0,332283000.0,6.52,-1.3,34.77,12.15,0.101,18.47,65.05,0.284,0.365,0.148,0.601,694533000.0,236074000.0,18.47,0.0,2.658,9.5,6.52,-,1.832,3.826,2.617,5.48,1.5630000000000002,176.7,44.61,140.62,100.63,10569600.0,2022-05-23,2022-05-12,
ZCMD,2021-12-31,Common Stock,Zhongchao Inc - Class A,1785566.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,December,30327400.0,20870.0,128.5,,1.305,0.0,0.0,0.01,0.653,0.0146,-0.0197,-0.0056,0.0074,16296800.0,9438800.0,0.01,-0.341,-0.194,,128.5,-,1.861,0.891,0.922,39.29,0.618,2.12,1.05,1.274,1.586,18103400.0,,,
CFG,2022-03-31,Common Stock,Citizens Financial Group Inc,759944.0,NYSE,USD,USA,FINANCE,STATE COMMERCIAL BANKS,December,18433638000.0,,7.75,0.94,47.42,1.56,0.0386,4.721,16.25,0.308,0.396,0.0112,0.0952,6901000000.0,7058000000.0,4.721,-0.321,-0.087,52.33,7.75,8.39,2.671,0.932,-,-,1.4069999999999998,56.01,36.5,40.52,46.76,495446000.0,2022-05-17,2022-05-02,
HEES,2022-03-31,Common Stock,H&E Equipment Services Inc,1339605.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,December,1187908000.0,174620000.0,10.44,2.49,8.71,1.1,0.0335,3.1460000000000004,30.16,0.105,0.131,0.0429,0.275,1094815000.0,415363000.0,3.1460000000000004,2.962,0.133,54.4,10.44,13.28,1.085,3.984,2.107,5.46,2.08,49.65,27.47,36.81,40.21,36161600.0,2022-06-10,2022-05-26,
DRTT,2022-03-31,Common Stock,Dirtt Environmen,1340476.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,101389000.0,5040000.0,,,0.539,0.0,0.0,-0.753,1.835,-0.41,-0.398,-0.203,-0.846,156414000.0,23460000.0,-0.753,-0.889,0.299,1.8,-,37.31,0.648,1.799,0.951,99.77,2.103,4.95,0.76,1.121,2.06,85867000.0,,,
METXW,2020-03-31,Common Stock,Meten EdtechX Education Group Ltd,1796514.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,,,,,,,,,,0.0,-0.214,0.0,-0.129,0.0,0.0,0.0,0.0,0.0,-0.423,,-,-,-,-,-,-,,0.5,0.0303,0.0,0.0,0.0,,,5.0
PASG,2022-03-31,Common Stock,Passage Bio Inc,1787297.0,NASDAQ,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,137942000.0,,,,5.18,0.0,0.0,-3.505,0.0,0.0,0.0,-0.284,-0.524,0.0,0.0,-3.505,0.0,0.0,13.0,-,-,-,0.344,-,1.149,1.843,16.14,1.57,2.351,5.85,54308000.0,,,
SDACU,2022-03-31,Common Stock,Sustainable Development Acquisition I Corp,1837248.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,383848000.0,,47.72,,0.126,0.0,0.0,0.206,0.0,0.0,0.0,-0.0067,0.0,0.0,0.0,0.206,-0.525,0.0,,47.72,-,-,-,-,-,,10.29,9.67,9.89,9.96,0.0,,,5.0
BRDS,2022-03-31,Common Stock,Bird Global,1861449.0,NYSE,USD,USA,MANUFACTURING,"MOTORCYCLES, BICYCLES & PARTS",December,153353000.0,,,,1.36,0.0,0.0,-0.88,1.5519999999999998,-0.505,-1.277,-0.343,-0.392,217450000.0,39406000.0,-0.88,0.0,0.479,6.88,-,-,0.705,0.708,0.68,-,,11.25,0.55,1.4269999999999998,5.32,244238000.0,,,
MCAF,2022-03-31,Common Stock,Mountain Crest Acquisition Corp IV,1853774.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,74819000.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,10.29,9.52,9.9,9.86,7557500.0,,,
GOGN,2022-03-31,Common Stock,GoGreen Investments Corp,1852940.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,359425000.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,1.317,-,-,,11.01,9.86,10.03,9.98,28935000.0,,,
MDB,2022-04-30,Common Stock,MongoDB,1441816.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,18303181000.0,-103970000.0,,,9.89,0.0,0.0,-4.84,14.78,-0.328,-0.311,-0.0996,-1.5830000000000002,977581000.0,614290000.0,-4.84,0.0,0.5710000000000001,385.38,-,-,18.72,23.31,17.05,-,0.996,590.0,213.39,327.26,423.15,68115000.0,,,
FRLAW,2021-02-19,Common Stock,Fortune Rise Acquisition Corporation Warrant,1849294.0,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,,,,,,0.003,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-,-,-,-,-,-,,0.46,0.135,0.252,0.276,0.0,,,5.0
ATC,2022-03-31,Common Stock,Atotech BV,1762459.0,NYSE,USD,USA,LIFE SCIENCES,MISCELLANEOUS CHEMICAL PRODUCTS,December,3913390000.0,366600000.0,31.16,,4.772,0.0,0.0,0.645,7.73,0.0844,0.1639999999999999,0.0451,0.145,1504100000.0,767400000.0,0.645,0.0,0.014,25.29,31.16,22.47,2.602,4.101,3.354,11.22,,26.67,19.2,21.13,23.42,194696000.0,,,
IMUX,2022-03-31,Common Stock,Immunic Inc,1280776.0,NASDAQ,USD,USA,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,104295000.0,-18572000.0,,,4.718,0.0,0.0,-3.12,0.0,0.0,0.0,-0.331,-0.575,0.0,0.0,-3.12,0.0,0.0,33.75,-,-,-,1.277,-,-,1.878,14.77,2.52,7.23,9.41,30540400.0,2019-04-15,,
HBI,2022-03-31,Common Stock,Hanesbrands Inc,1359841.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-APPAREL & ACCESSORY STORES,December,3791195000.0,1002463000.0,8.39,1.083,2.235,0.6,0.0524,1.295,19.58,0.0668,0.13,0.0808,0.802,6869367000.0,2661797000.0,1.295,0.457,0.045,15.08,8.39,6.77,0.552,5.2,1.099,9.06,1.4780000000000002,20.12,10.78,13.02,15.85,348776000.0,2022-05-31,2022-05-09,
KAVL,2022-01-31,Common Stock,Kaival Brands Innovations Group Inc,1762239.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,October,40515900.0,,,,0.46,0.0,0.0,-0.471,0.942,-0.5,-0.564,-0.443,-1.229,24256800.0,11933900.0,-0.471,0.0,-0.924,3.0,-,-,1.67,2.305,1.095,0.0142,2.8280000000000003,17.0,0.52,1.162,1.722,31166100.0,,,
XOS,2022-03-31,Common Stock,Xos Inc,1819493.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,422676000.0,,20.64,,0.94,0.0,0.0,0.125,0.088,1.423,-6.3,-0.345,0.1689999999999999,11286000.0,-2362000.0,0.125,0.0,7.87,6.25,20.64,-,37.45,2.763,29.42,-,,9.82,1.92,2.783,3.607,163828000.0,,,
CIDM,2021-12-31,Common Stock,Cinedigm Corp,1173204.0,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-VIDEO TAPE RENTAL,March,115169000.0,1191000.0,,0.0,0.222,0.0,0.0,-0.015,0.282,-0.0455,-0.0826,-0.0256,-0.0851,47467000.0,15316000.0,-0.015,0.0,0.415,4.25,-,-,2.426,2.815,1.953,29.63,1.639,2.95,0.54,0.703,1.3159999999999998,175188000.0,,,
TEAM,2022-03-31,Common Stock,Atlassian Corp Plc,1650372.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,June,46593446000.0,73480000.0,,4.175,1.192,0.0,0.0,-2.858,10.31,-0.277,-0.0162,-0.0082,-2.017,2602580000.0,1754821000.0,-2.858,1.722,0.302,360.25,-,116.28,17.9,146.21,17.03,-,1.089,483.13,159.54,222.61,323.64,141154000.0,,,
SSBI,2022-03-31,Common Stock,Summit State Bank,,NASDAQ,USD,USA,TECHNOLOGY,GENERAL,December,104533000.0,,7.11,0.0,12.26,0.436,0.0307,2.199,6.17,0.357,0.507,0.0159,0.186,41213000.0,41213000.0,2.199,0.26,0.132,7.2,7.11,-,2.536,1.23,-,-,0.589,19.56,11.48,15.86,16.08,6688000.0,2022-05-19,2022-05-11,
PLX,2022-03-31,Common Stock,Protalix Biotherapeutics Inc,1006281.0,NYSE MKT,USD,USA,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",December,52711000.0,4012000.0,,-0.1,0.005,0.0,0.0,-0.535,0.945,-0.5660000000000001,-0.4320000000000001,-0.136,-6.95,43115000.0,22001000.0,-0.535,-0.392,0.421,11.0,-,111.11,1.223,224.57,1.256,35.08,2.008,2.28,0.7,1.19,1.094,47063300.0,2019-12-20,,
HTHT,2022-03-31,Common Stock,Huazhu Group Ltd,1483994.0,NASDAQ,USD,China,REAL ESTATE & CONSTRUCTION,HOTELS & MOTELS,December,10258834000.0,786000000.0,,46.26,31.15,0.0,0.0071,-0.407,42.16,-0.0645,-0.0559,-0.0074,-0.0832,13139000000.0,1503000000.0,-0.407,0.025,0.152,43.12,-,333.33,0.781,5.72,1.143,9.74,1.314,56.85,21.84,30.76,39.0,321819000.0,2022-04-21,2022-03-23,
NIO,2022-03-31,Common Stock,Nio Inc Class A ADR,1736541.0,NYSE,USD,China,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,December,32924101000.0,,,,20.89,0.0,0.0,-0.705,23.93,-0.198,-0.168,-0.0539,-0.223,38064677000.0,6821433000.0,-0.705,0.0,0.242,39.9,-,434.78,0.865,5.35,0.665,-,2.454,55.13,11.67,17.66,28.05,1670530000.0,2016-05-02,,
